EnsembleID	GeneSymbol/Users/jimmiinguyen/Downloads/GSE131671_LungBasal.coding.qn.txt	SJW-RNA_CRE-2	SJW-RNA_CRE-3	SJW-RNA_WT-1	SJW-RNA_WT-2	SJW-RNA_WT-3
ENSMUSG00000038481	Cdk19	7.220418333	8.346401667	12.19746667	8.041968333	8.98646
ENSMUSG00000038482	Tfdp1	42.32408333	52.73248333	24.09555	41.4189	50.17911667
ENSMUSG00000038736	Nudcd1	11.7533	13.00911667	9.721045	11.25913333	12.90003333
ENSMUSG00000049421	Zfp260	18.42466667	16.3142	18.76923333	18.59293333	14.55288333
ENSMUSG00000038733	Wdr26	46.33345	46.07921667	56.32991667	54.03678333	47.66715
ENSMUSG00000038732	Mboat1	26.34318333	22.86006667	36.55976667	37.3135	33.62528333
ENSMUSG00000067931	Zfp948	6.20114	5.986935	3.15271	6.668815	6.074138333
ENSMUSG00000030101	Sumf1	22.97033333	18.5638	17.86358333	17.50311667	15.38281667
ENSMUSG00000030102	Itpr1	11.00705	9.493231667	26.0366	12.01245	8.430266667
ENSMUSG00000037331	Larp1	39.01253333	42.36285	36.92006667	40.46573333	45.73496667
ENSMUSG00000037336	Mfsd2b	0.314999333	0.307705667	2.771663333	0.457358	0.228176667
ENSMUSG00000030105	Arl8b	34.24051667	30.74196667	39.84505	29.59626667	28.74641667
ENSMUSG00000037339	Fam53a	8.845876667	9.361688333	9.590316667	8.927278333	9.238041667
ENSMUSG00000027854	Sike1	15.59621667	13.75008333	19.63735	17.4816	16.04166667
ENSMUSG00000027852	Nras	28.36265	33.7906	30.70785	29.85161667	37.47871667
ENSMUSG00000020806	Rhbdf2	17.76113333	15.83958333	11.89306667	19.21593333	13.5095
ENSMUSG00000020807	4933427D14Rik	7.420645	6.641481667	8.515955	8.388326667	6.970596667
ENSMUSG00000020808	Fam64a	10.67838333	20.36661667	4.710751667	8.50088	20.66298333
ENSMUSG00000065947	mt-Nd4l	7593.075	4459.768333	2855.623333	2855.623333	2855.623333
ENSMUSG00000027858	Tspan2	1.252851667	1.089496667	2.20753	0.925351833	0.9149875
ENSMUSG00000027859	Ngf	24.953	13.11225	2.067963333	28.13478333	14.95516667
ENSMUSG00000031858	Mau2	16.17646667	17.47563333	17.13458333	16.4355	13.80755
ENSMUSG00000023571	Fam132a	2.737438333	4.251136667	3.229025	3.251006667	3.091713333
ENSMUSG00000023572	Ccndbp1	18.74528333	16.67278333	25.5281	21.77816667	19.0554
ENSMUSG00000031273	Col4a6	0.388308833	0.450353833	5.053783333	0.544182167	0.427182667
ENSMUSG00000090544	Gm6576	11.38693333	11.40081667	3.17565	9.707386667	12.10798333
ENSMUSG00000031278	Acsl4	29.06615	34.19215	26.19481667	29.35005	38.58765
ENSMUSG00000026890	Lhx6	0.859802333	1.093265	0.1375735	0.497749667	0.491937667
ENSMUSG00000026893	Gca	1.782961667	2.012651667	4.692946667	3.055483333	4.204956667
ENSMUSG00000026895	Ndufa8	60.45886667	64.76398333	46.87235	52.78901667	59.98623333
ENSMUSG00000026896	Ifih1	3.1605	3.540063333	8.783275	4.671493333	3.669688333
ENSMUSG00000003429	Rps11	689.5995	674.3883333	669.9021667	631.3141667	740.1041667
ENSMUSG00000067780	Pi15	3.038588333	2.120048333	2.160121667	3.227498333	2.543615
ENSMUSG00000039463	Slc9a8	15.16976667	14.96118333	12.66175	15.56133333	13.72173333
ENSMUSG00000009545	Kcnq1	1.424191667	2.217973333	12.86805	2.257708333	3.85851
ENSMUSG00000030220	Arhgdib	52.69018333	48.97653333	40.51143333	45.5588	37.7335
ENSMUSG00000030222	Rerg	0.101953717	0.329788667	1.926846667	0.215498	0.429901
ENSMUSG00000089824	Rbm12	9.243016667	11.4497	6.161706667	9.95767	11.42258333
ENSMUSG00000030224	Strap	68.60616667	67.93411667	36.46831667	57.35696667	63.80208333
ENSMUSG00000034731	Dgkh	1.339055	1.449921667	3.17654	2.012651667	1.567801667
ENSMUSG00000048482	Bdnf	4.466705	2.788605	3.827956667	2.910903333	1.997028333
ENSMUSG00000021041	2700073G19Rik	2.076171667	1.849895	1.022811667	1.4952	2.047505
ENSMUSG00000048486	Fitm2	6.506041667	6.252816667	5.411088333	6.630965	6.603173333
ENSMUSG00000021044	Adck1	4.973916667	5.301516667	5.772603333	4.874145	4.639535
ENSMUSG00000032777	Gtf3c1	30.47463333	28.27736667	24.66573333	37.19925	29.81836667
ENSMUSG00000032776	Mctp2	1.724791667	1.440746667	3.040836667	2.490438333	1.696288333
ENSMUSG00000029547	Ints1	12.75635	12.73483333	7.520123333	12.96341667	12.50361667
ENSMUSG00000029544	Cabp1	0.667488333	1.300231667	0.136332833	0.337392833	0.700819667
ENSMUSG00000029545	Acads	14.8225	17.12548333	10.64561667	12.9989	13.79766667
ENSMUSG00000045624	Esf1	24.68816667	20.87053333	13.11031667	21.4741	22.96185
ENSMUSG00000045629	Sh3tc2	2.061466667	1.17377	1.346508333	3.602571667	1.108225
ENSMUSG00000028497	Ptplad2	3.065695	2.786325	4.389505	3.517655	2.707913333
ENSMUSG00000028496	Mllt3	23.34768333	24.81028333	19.01546667	23.01196667	26.89966667
ENSMUSG00000028495	Rps6	826.333	817.6856667	674.3883333	660.1214167	759.2166667
ENSMUSG00000028494	Plin2	192.0838333	218.6291667	118.7218333	154.7218333	176.1746667
ENSMUSG00000074259	Gramd2	7.118238333	10.14906167	16.6243	8.921935	10.95918333
ENSMUSG00000024130	Abca3	12.87256667	10.24573333	22.74116667	16.11158333	11.94248333
ENSMUSG00000024132	Eci1	19.46743333	16.39176667	32.58916667	19.26258333	17.06406667
ENSMUSG00000024134	Six2	1.932581667	2.489665	6.47612	2.316025	4.007535
ENSMUSG00000024135	Srbd1	7.02777	7.921458333	4.547596667	6.588711667	8.402216667
ENSMUSG00000024136	Dnase1l2	0.677812333	0.728087333	1.108225	0.779635	0.465322167
ENSMUSG00000024137	E4f1	4.472316667	4.564091667	5.328186667	4.434843333	4.626508333
ENSMUSG00000044573	Acp1	16.15523333	18.29071667	11.71673333	15.15561667	19.61775
ENSMUSG00000045193	Cirbp	25.64418333	29.6709	62.75603333	25.2768	32.83535
ENSMUSG00000032193	Ldlr	69.7485	61.11485	52.15973333	90.91613333	76.01151667
ENSMUSG00000032192	Gnb5	6.566995	6.750215	6.187965	5.716606667	8.07461
ENSMUSG00000032194	Kank2	13.83953333	15.3223	13.47611667	11.33626667	11.48275
ENSMUSG00000032199	Polr2m	50.25868333	62.31105	57.49586667	50.2029	60.71476667
ENSMUSG00000024795	Kif20b	9.212611667	11.48275	3.399565	7.150686667	11.9462
ENSMUSG00000024797	Vps51	18.58563333	20.67981667	14.3563	19.91506667	17.66188333
ENSMUSG00000024790	Sac3d1	5.955695	5.980396667	3.387255	4.357698333	5.220795
ENSMUSG00000024792	Zfpl1	22.18131667	22.96536667	17.66426667	21.2927	22.9434
ENSMUSG00000024799	Tm7sf2	12.56558333	11.53855	6.796988333	13.85563333	10.78175
ENSMUSG00000087687	Pet100	5.476128333	3.939666667	4.369473333	5.509575	5.052116667
ENSMUSG00000043924	Ncmap	0.758011167	2.31009	6.454026667	1.159925	2.559451667
ENSMUSG00000043929	Klhl15	1.492711667	1.339055	2.59081	1.527435	1.855506667
ENSMUSG00000024869	Nudt8	12.03623333	15.19513333	7.990338333	12.90003333	10.4636
ENSMUSG00000024866	Acy3	3.023011667	2.741931667	2.010885	2.270446667	1.997808333
ENSMUSG00000024867	Pip5k1b	1.413025	1.90767	3.811391667	2.260118333	2.861363333
ENSMUSG00000024862	Klc2	16.06913333	14.72403333	10.619	13.47286667	14.919075
ENSMUSG00000030849	Fgfr2	16.26573333	13.24375	45.99888333	18.58386667	16.16061667
ENSMUSG00000026798	Coq4	7.013151667	5.12576	6.119628333	5.94607	5.105475
ENSMUSG00000026799	Med27	8.434483333	11.69281667	6.463375	6.368083333	9.076468333
ENSMUSG00000026796	Fam129b	142.8473333	122.8025	107.5721667	135.246	117.5911667
ENSMUSG00000026797	Stxbp1	14.3904	14.18241667	9.07466	11.83616667	10.1249
ENSMUSG00000030847	Bag3	18.58036667	17.55868333	18.83183333	18.51813333	17.1921
ENSMUSG00000030846	Tial1	45.68323333	41.40481667	63.60635	57.91035	50.24726667
ENSMUSG00000026792	Lrsam1	7.329706667	5.966833333	5.336925	6.556505	5.864781667
ENSMUSG00000026790	Odf2	19.83038333	28.24008333	17.25348333	21.80668333	26.77511667
ENSMUSG00000026791	Slc2a8	4.983681667	4.755795	4.015816667	4.764835	3.827956667
ENSMUSG00000040479	Dgkz	19.41386667	23.52496667	15.12276667	20.58826667	18.99525
ENSMUSG00000040473	A330021E22Rik	3.909951667	3.675495	3.198178333	3.511061667	2.53228
ENSMUSG00000040472	Rabggta	12.02778333	14.13983333	12.16273333	14.14966667	17.53581667
ENSMUSG00000000983	Wfdc18	0.887988667	1.664073333	6.542113333	0.577769	0.729673833
ENSMUSG00000026420	Il24	9.120298333	12.48455	0.701327667	12.52751667	19.8707
ENSMUSG00000026421	Csrp1	105.8861667	101.2927	174.193	92.3671	101.7767833
ENSMUSG00000026425	Srgap2	8.030298333	8.43632	8.953943333	9.490328333	9.055883333
ENSMUSG00000026426	Arl8a	41.02818333	36.0459	40.35925	38.06656667	32.20276667
ENSMUSG00000026427	Eif2d	19.67503333	22.13143333	20.22753333	22.83143333	22.97983333
ENSMUSG00000026429	Ube2t	5.283675	6.447838333	3.426645	4.520653333	7.667375
ENSMUSG00000047126	Cltc	126.9338333	126.9338333	121.5056667	124.7556667	108.8106667
ENSMUSG00000003752	Itpkc	4.54189	4.997103333	7.02777	5.32144	5.48421
ENSMUSG00000022369	Mtbp	6.545998333	7.833641667	3.892095	5.654278333	8.918998333
ENSMUSG00000020669	Sh3yl1	5.100701667	4.489598333	10.20660167	6.747813333	5.655643333
ENSMUSG00000045868	Gvin1	3.046633333	3.033643333	1.506486667	4.125816667	2.960623333
ENSMUSG00000022361	Zhx1	3.562061667	3.837098333	3.080211667	2.93759	2.609441667
ENSMUSG00000006134	Crkl	8.693596667	8.515955	9.768078333	9.003883333	8.425425
ENSMUSG00000014349	Ube2z	35.43466667	37.3007	27.7025	31.81605	34.7841
ENSMUSG00000053950	Adnp2	8.437258333	8.425425	7.375061667	8.503931667	7.269708333
ENSMUSG00000064267	Hvcn1	1.712258333	1.530476667	2.57272	1.814931667	1.476265
ENSMUSG00000049288	Lix1l	11.43115	10.76508333	3.352463333	7.00074	7.571095
ENSMUSG00000000266	Mid2	3.565561667	3.87398	7.651098333	5.402926667	5.694315
ENSMUSG00000078853	Igtp	1.615891667	2.250566667	3.090003333	1.42549	1.365933333
ENSMUSG00000078851	Hist3h2a	2.533256667	1.664656667	4.371491667	2.607558333	1.979315
ENSMUSG00000017499	Cdc6	3.321978333	5.443623333	1.603658333	3.280113333	6.333246667
ENSMUSG00000017491	Rarb	2.890803333	3.1605	17.69033333	3.721335	3.585265
ENSMUSG00000017493	Igfbp4	216.1661667	162.7651667	44.90485	140.9683333	135.574
ENSMUSG00000079104	Prps1l3	12.90751667	13.3572	20.71568333	13.13645	16.26573333
ENSMUSG00000079108	Srp54b	26.00945	24.10486667	22.16661667	26.06528333	28.9838
ENSMUSG00000073176	Zfp449	1.176681667	0.955593667	0.629531	1.062328333	1.290661667
ENSMUSG00000048677	Tpcn2	5.691021667	6.063621667	3.14301	5.322931667	6.059466667
ENSMUSG00000055447	Cd47	61.00473333	65.73658333	98.55815	50.17911667	54.96625
ENSMUSG00000075054	Yae1d1	9.63966	8.175491667	7.455515	8.302988333	8.839481667
ENSMUSG00000027573	Gid8	16.26158333	18.99658333	19.11226667	18.87783333	17.49435
ENSMUSG00000040280	Ndufa4l2	0.262100333	0.08141215	5.962188333	0.3568445	0.4273125
ENSMUSG00000040734	Ppp1r13l	15.75636667	12.89115	24.90843333	22.74116667	23.94421667
ENSMUSG00000040731	Eif4h	98.55815	120.1231667	108.3603333	94.58946667	121.023
ENSMUSG00000040738	Ints8	16.85528333	15.40291667	11.27483333	16.17646667	16.50836667
ENSMUSG00000089901	Gm8113	5.017326667	3.841176667	2.047505	4.933376667	5.606303333
ENSMUSG00000052144	Ppp4r2	43.30521667	43.30521667	28.35801667	39.38936667	37.75856667
ENSMUSG00000052146	Rps10	619.5226667	568.4303333	497.3036667	428.5535	568.4303333
ENSMUSG00000025223	Ldb1	65.83173333	69.57011667	50.58546667	61.37961667	52.32706667
ENSMUSG00000025220	Mgea5	42.38218333	40.8523	42.91788333	49.88066667	42.65398333
ENSMUSG00000025227	Tmem180	1.440583333	1.563671667	1.571521667	1.975211667	2.709546667
ENSMUSG00000025226	Fbxl15	1.421315	1.915201667	0.604638833	1.085388333	1.23711
ENSMUSG00000025225	Nfkb2	44.52053333	48.58715	18.74528333	31.50668333	38.6549
ENSMUSG00000025224	Gbf1	18.41783333	21.3809	16.68376667	18.12693333	18.08581667
ENSMUSG00000025228	Actr1a	57.41905	62.09736667	35.59876667	48.3428	48.38438333
ENSMUSG00000060176	Kif27	0.185070833	0.1556805	1.447758333	0.405225333	0.145058333
ENSMUSG00000023977	Ubr2	15.48046667	15.41773333	24.15541667	19.28974167	17.46473333
ENSMUSG00000023971	Rrp36	13.14303333	14.30925	8.939418333	12.44008333	14.63671667
ENSMUSG00000023973	Cnpy3	18.74165	19.57528333	15.85365	16.35366667	18.19765
ENSMUSG00000023972	Ptk7	40.2664	42.54176667	46.50375	50.24726667	50.44753333
ENSMUSG00000062995	Ica1	4.813403333	5.33448	3.633055	4.175153333	6.656826667
ENSMUSG00000062997	Rpl35	405.5583333	392.8771667	250.7215	276.693	402.3308333
ENSMUSG00000062991	Nrg1	18.19765	15.35255	12.3046	19.472575	15.54338333
ENSMUSG00000060288	Ppih	14.52245	17.9713	10.64278333	14.8548	23.7297
ENSMUSG00000037742	Eef1a1	3014.616667	3692.893333	2627.621667	2300.156667	3692.893333
ENSMUSG00000019978	Epb4.1l2	25.78221667	36.66081667	22.15323333	24.55801667	35.18456667
ENSMUSG00000019979	Apaf1	10.14133667	9.523368333	7.315255	12.2015	9.784916667
ENSMUSG00000019975	Ikbip	10.77873333	9.661946667	6.094195	9.658323333	9.661946667
ENSMUSG00000019977	Hbs1l	22.08731667	23.06728333	23.55218333	24.4106	25.74715
ENSMUSG00000019970	Sgk1	19.56373333	42.79545	39.08303333	20.20368333	40.41356667
ENSMUSG00000019971	Cep290	4.617271667	4.09261	3.961415	4.690118333	4.181173333
ENSMUSG00000063488	Zkscan7	1.38634	1.252851667	2.330381667	1.674523333	1.656648333
ENSMUSG00000063480	Nhp2l1	79.19136667	90.15783333	43.66331667	61.59111667	72.06096667
ENSMUSG00000020303	Stc2	1.952546667	3.93581	12.0967	2.214318333	4.413315
ENSMUSG00000020300	Cpeb4	10.147065	8.56606	14.06928333	12.61488333	8.27918
ENSMUSG00000064105	Cnnm2	2.589616667	3.003051667	3.055483333	2.317951667	2.061466667
ENSMUSG00000070426	Rnf121	11.53855	11.37548333	10.67961667	12.66258333	15.4217
ENSMUSG00000020305	Asb3	4.118578333	4.015816667	5.176303333	4.110373333	3.821491667
ENSMUSG00000063730	Hsd3b2	1.243395	1.031428333	1.222603333	1.177145	0.991449167
ENSMUSG00000020309	Chac2	8.678715	8.255186667	9.884396667	7.338566667	8.053858333
ENSMUSG00000020308	Tpgs1	2.217451667	1.4580725	1.244963333	1.697073333	1.86697
ENSMUSG00000054277	Arfgap3	21.39625	23.39816667	16.63501667	17.61103333	18.3773
ENSMUSG00000033669	Zfp7	11.04268333	8.132121667	12.98666667	11.56693333	7.816743333
ENSMUSG00000060279	Ap2a1	30.36275	32.39705	22.91813333	28.52806667	28.76558333
ENSMUSG00000026222	Sp100	3.338171667	4.261625	12.75016667	3.02036	4.294805
ENSMUSG00000026229	Psmd1	55.92125	59.17836667	46.04028333	58.21636667	64.34825
ENSMUSG00000073422	H2-Ke6	14.30263333	14.36048333	26.51483333	14.96736667	12.74935
ENSMUSG00000073423	Zfp414	9.111455	13.81506667	9.616573333	10.48005	11.61843333
ENSMUSG00000060904	Arl1	48.73958333	51.2699	56.92253333	45.99888333	55.56556667
ENSMUSG00000049382	Krt8	700.677	508.9045	449.277	720.1548333	633.9778333
ENSMUSG00000038671	Arfrp1	19.91506667	20.10743333	21.497	21.20746667	20.35008333
ENSMUSG00000038677	Scube3	0.3219045	1.359358333	0.073522933	0.375762	1.09035
ENSMUSG00000038679	Trps1	6.180846667	5.898715	4.382891667	5.116871667	4.983681667
ENSMUSG00000003518	Dusp3	12.28675	14.04295	10.8416	11.88375	12.11686667
ENSMUSG00000030313	Dennd5b	1.540116667	1.393055	0.9685715	1.038698333	1.094383333
ENSMUSG00000030315	Vgll4	20.63661667	19.41386667	24.33623333	21.25206667	19.4279
ENSMUSG00000030314	Atg7	21.4678	20.38071667	12.93653333	16.35898333	16.86436667
ENSMUSG00000030319	Cand2	1.981685	3.407881667	1.428251667	1.532441667	2.781185
ENSMUSG00000042246	Tmc7	1.781145	0.732756	1.924211667	2.881135	1.762893333
ENSMUSG00000073652	Apol7d	29.07898333	20.80386667	6.11729	18.11098333	24.81028333
ENSMUSG00000005823	Gpr108	22.69313333	21.04925	23.69688333	23.20036667	19.12928333
ENSMUSG00000026914	Psmd14	71.42758333	75.54043333	40.34238333	66.43896667	80.9373
ENSMUSG00000026915	Strbp	18.8089	16.10885	21.39413333	24.32358333	22.12093333
ENSMUSG00000026917	Wdr5	16.08256667	18.56841667	14.55288333	16.4083	21.82335
ENSMUSG00000035367	Rmi1	4.649145	3.397281667	4.755795	4.893856667	4.456616667
ENSMUSG00000035365	Parpbp	2.58213	5.130845	1.210045	3.118653333	5.581418333
ENSMUSG00000026918	Brd3	14.06928333	15.44176667	16.06515	15.63051667	15.6391
ENSMUSG00000022219	Cideb	0.805947167	1.23422	0.5668	0.8315365	1.1366
ENSMUSG00000022218	Tgm1	11.89306667	11.56985	14.17433333	17.74235	23.66741667
ENSMUSG00000022210	Dhrs4	7.04092	8.936955	12.222	7.758601667	10.04608
ENSMUSG00000022214	Dcaf11	16.28718333	14.02908333	40.58056667	17.79756667	14.40825
ENSMUSG00000035095	Fam167a	2.464838333	7.03052	1.28065	2.902626667	7.963418333
ENSMUSG00000028518	Prkaa2	3.07714	2.515451667	5.21686	3.322995	2.761785
ENSMUSG00000028517	Ppap2b	9.60745	8.186241667	3.358665	5.569305	4.858775
ENSMUSG00000028514	Usp24	12.68833333	12.88961667	19.81528333	16.79321667	14.3202
ENSMUSG00000043716	Rpl7	817.6856667	859.686	609.6946667	664.8445	779.2585
ENSMUSG00000046546	Fam43a	5.759476667	6.12254	2.737903333	4.204956667	4.432036667
ENSMUSG00000068823	Csde1	118.4568333	110.8796667	148.156	117.5911667	119.9581667
ENSMUSG00000042046	Dstyk	4.21832	3.416805	7.399345	4.873273333	4.109125
ENSMUSG00000004885	Crabp2	12.85091667	14.76065	23.66741667	17.55221667	20.88785
ENSMUSG00000004880	Lbr	16.45835	20.359	18.83596667	19.53515	24.92968333
ENSMUSG00000042043	Tbca	189.956	162.4186667	158.3298333	139.4935	175.1705
ENSMUSG00000034940	Synrg	7.135183333	6.571518333	8.3019	6.567906667	6.784303333
ENSMUSG00000034947	Tmem106a	7.304048333	8.041968333	3.722828333	7.484986667	7.132695
ENSMUSG00000034949	Zfr2	4.283156667	2.27515	6.368083333	4.32869	3.124755
ENSMUSG00000044949	Ubtd2	6.078233333	6.724438333	4.513186667	4.232383333	8.267281667
ENSMUSG00000044948	Wdr96	0.513601	0.328153	3.376601667	1.494226667	0.224198667
ENSMUSG00000074194	Zfp791	0.8101775	1.083546667	0.768479833	0.972191	1.132288333
ENSMUSG00000074199	Krtdap	0.080734992	0	2.097683333	0.23621375	0.663504833
ENSMUSG00000000563	Atp5f1	80.41185	83.9374	82.6816	79.27751667	85.41961667
ENSMUSG00000079470	Utp14b	2.586566667	2.470401667	3.545765	2.803376667	2.908003333
ENSMUSG00000042446	Zmym4	10.63178333	11.29626667	11.18148333	10.7351	10.24309167
ENSMUSG00000051768	Xrcc1	12.18595	11.88625	10.59231667	11.36983333	13.66071667
ENSMUSG00000027639	Samhd1	22.44691667	23.12881667	28.60418333	20.38373333	24.12478333
ENSMUSG00000027636	Sla2	10.8099	8.598751667	5.43973	8.368163333	8.871856667
ENSMUSG00000027637	1110008F13Rik	24.83436667	19.97348333	14.4897	19.9568	21.85598333
ENSMUSG00000027634	Ndrg3	16.36325	15.48046667	15.55276667	15.09523333	12.7856
ENSMUSG00000027635	Dsn1	9.53174	10.98533333	4.405608333	7.393676667	9.64483
ENSMUSG00000027630	Tbl1xr1	7.144458333	6.8041	6.876266667	6.495375	6.462028333
ENSMUSG00000058486	Wdr91	6.57787	7.719403333	3.481408333	5.626771667	6.480856667
ENSMUSG00000040532	Abhd11	22.32593333	21.2118	14.54781667	23.68208333	23.83251667
ENSMUSG00000059689	Zfp637	14.46261667	15.2977	11.91315	15.47921667	15.08603333
ENSMUSG00000014932	Yes1	9.895161667	9.158733333	14.22378333	10.411875	10.129415
ENSMUSG00000004642	Slbp	19.25143333	27.17463333	19.42165	19.17195	28.00788333
ENSMUSG00000044162	Tnip3	3.311341667	5.79385	14.28973333	3.909951667	7.173661667
ENSMUSG00000095597	Gm6472	74.55851667	74.15148333	69.476	62.9056	80.99023333
ENSMUSG00000095595	Fam177a	15.17251667	13.31168333	22.23426667	16.85528333	16.29336667
ENSMUSG00000002012	Pnck	0.283363333	0.583692667	1.012383667	0.517071667	0.724832333
ENSMUSG00000002010	Idh3g	42.06481667	46.58168333	35.2258	40.09138333	43.9701
ENSMUSG00000002017	Fam98a	20.59828333	27.39521667	17.32263333	25.77	31.71166667
ENSMUSG00000002015	Bcap31	104.7015833	86.19781667	113.9285	100.0174167	81.8772
ENSMUSG00000002014	Ssr4	77.85043333	74.94401667	58.4595	81.8772	84.7976
ENSMUSG00000000134	Tfe3	13.0995	14.77495	12.77573333	12.88671667	14.01506667
ENSMUSG00000046020	Pofut1	11.10551667	9.666573333	9.704976667	11.7087	9.996263333
ENSMUSG00000046027	Stard5	9.762666667	9.278973333	16.94751667	12.76571667	10.293895
ENSMUSG00000067833	2900097C17Rik	1.607618333	1.866191667	1.792651667	1.308215	0.955880667
ENSMUSG00000043501	Lgals2	1.374375	1.156041667	0.7197685	1.165918333	0.925351833
ENSMUSG00000064264	Zfp428	1.789743333	1.74558	0.897867333	2.158061667	1.9145
ENSMUSG00000054079	Utp18	17.89198333	17.79756667	10.69781667	15.58946667	18.4385
ENSMUSG00000096736	Gm17535	4.408581667	2.734438333	0.126340333	1.259608333	1.902535
ENSMUSG00000037145	2210407C18Rik	0	0	2.52593	0	0
ENSMUSG00000001098	Kctd10	48.67983333	50.79463333	54.52453333	43.12713333	51.38556667
ENSMUSG00000037149	Ddx1	60.84485	64.55361667	44.85551667	55.87106667	69.93053333
ENSMUSG00000037148	Arhgap10	13.13991667	16.20346667	11.66265	12.35826667	13.7132
ENSMUSG00000039656	Rxrb	17.95121667	17.0762	17.49435	17.54195	14.73541667
ENSMUSG00000079737	3110001I22Rik	2.747638333	2.368458333	1.158346667	1.608878333	1.775396667
ENSMUSG00000065999	Gm13154	1.248441667	1.269178333	0.231223167	0.693238667	0.755213667
ENSMUSG00000079733	Tmem181b-ps	17.86358333	20.06446667	36.94508333	25.78221667	25.06003333
ENSMUSG00000065990	Aurkaip1	35.15281667	34.07543333	29.4765	31.06395	35.66965
ENSMUSG00000094786	Gm14403	20.88785	23.67496667	5.409385	11.22896667	12.17915
ENSMUSG00000015605	Srf	6.259173333	8.39423	7.740406667	6.71925	9.080763333
ENSMUSG00000054920	Klhl5	10.7271	11.81226667	7.665831667	9.87873	10.7884
ENSMUSG00000032554	Trf	0.124471833	0.142332333	26.52935	0.138086167	0.126044333
ENSMUSG00000041341	Atg2b	5.218875	5.139436667	6.945905	6.390705	5.263651667
ENSMUSG00000041346	Wrap53	5.916475	5.960138333	4.294805	6.272165	7.659766667
ENSMUSG00000041347	Bdkrb1	1.451691667	1.143815	0.1234725	0.502880667	1.076548333
ENSMUSG00000031422	Morf4l2	132.666	140.9683333	102.7446667	139.1271667	161.6236667
ENSMUSG00000000320	Alox12	1.239351667	1.34962	3.178883333	2.294793333	2.481695
ENSMUSG00000000326	Comt	42.50303333	41.25963333	43.00658333	38.41678333	35.36301667
ENSMUSG00000000325	Arvcf	5.325061667	4.679736667	7.785611667	6.822258333	3.97902
ENSMUSG00000062078	Qk	34.95021667	36.6512	49.17795	35.63571667	38.44716667
ENSMUSG00000062077	Trim54	0.5417655	0.445525333	2.221163333	0.711164	0.555062333
ENSMUSG00000062075	Lmnb2	8.01654	9.207118333	4.381498333	7.976381667	10.62221667
ENSMUSG00000062070	Pgk1	314.9548333	456.3875	380.3171667	268.8093333	521.608
ENSMUSG00000094856	Gm21962	31.91988333	29.18886667	18.7224	21.05633333	18.3194
ENSMUSG00000029131	Dnajb6	59.94043333	56.8076	68.68813333	63.26141667	61.1968
ENSMUSG00000029130	Rnf32	0.509087	0.377648667	1.073386667	0.370222	0.546915667
ENSMUSG00000030037	Mrpl53	31.47201667	33.43831667	23.41696667	29.20483333	36.9146
ENSMUSG00000029009	Mthfr	11.02458333	11.89455	9.221993333	11.06656667	9.070635
ENSMUSG00000022051	Bnip3l	69.64576667	81.65116667	86.52956667	69.52845	77.00096667
ENSMUSG00000037022	Mmaa	2.781185	2.621591667	5.127613333	2.791651667	2.119061667
ENSMUSG00000022052	Ppp2r2a	20.16126667	17.51378333	13.16066667	19.94788333	20.0256
ENSMUSG00000022057	Adamdec1	1.9145	1.15451	5.784943333	2.245786667	1.227021667
ENSMUSG00000037020	Wdr62	3.074616667	4.009845	2.209461667	3.479573333	4.232383333
ENSMUSG00000038264	Sema7a	36.81453333	26.50718333	21.4541	38.2465	30.86743333
ENSMUSG00000038267	Slc22a23	22.98463333	15.78023333	18.77831667	28.5838	22.4917
ENSMUSG00000038260	Trpm4	4.493153333	4.237661667	12.278	5.895613333	5.52
ENSMUSG00000038268	Ovca2	5.052116667	4.470898333	2.750756667	3.99291	3.685253333
ENSMUSG00000020561	Twistnb	9.4751	9.377433333	7.461538333	9.910841667	11.19576667
ENSMUSG00000020566	Atp6v1c2	1.149411667	5.31518	2.647088333	1.866191667	6.629445
ENSMUSG00000020564	Atxn7l1	5.890606667	6.752866667	7.714203333	5.738546667	6.227546667
ENSMUSG00000025586	Cpeb1	1.93757	0.371639	2.171853333	1.004393167	1.205765
ENSMUSG00000028755	Cda	18.35483333	21.10611667	12.89115	13.81855	16.07808333
ENSMUSG00000028756	Pink1	9.22848	9.810323333	17.29091667	7.857878333	8.128928333
ENSMUSG00000028757	Ddost	59.84088333	66.81233333	57.31463333	62.9867	69.2225
ENSMUSG00000025582	Nptx1	0.753187333	1.665563333	0.415803833	1.103533333	2.127925
ENSMUSG00000025583	Rptor	17.03228333	18.07883333	9.515053333	15.11533333	14.68686667
ENSMUSG00000025580	Eif4a3	64.64108333	78.45068333	42.09308333	53.83841667	74.77605
ENSMUSG00000022582	Ly6g	0.3357085	0.466549917	1.26659	0.442965583	0.489761667
ENSMUSG00000022587	Ly6e	352.011	366.774	660.7308333	408.8588333	392.8771667
ENSMUSG00000022584	Ly6c2	8.418816667	5.098913333	7.55889	9.217421667	6.356168333
ENSMUSG00000020695	Mrc2	39.03566667	37.6393	8.141248333	24.01196667	24.34075
ENSMUSG00000020694	Tlk2	27.51883333	26.38643333	19.31125	27.7676	22.56863333
ENSMUSG00000020697	Lig3	14.74986667	15.52516667	11.1038	16.81503333	16.84121667
ENSMUSG00000020696	Rffl	5.744801667	6.859938333	5.535945	6.210151667	6.34057
ENSMUSG00000020691	Mettl2	18.11098333	18.24511667	9.951738333	14.68158333	16.52906667
